CaseID,weight,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q18_Refused,Q19,Q20,Q21,Q22,Q24,Q26,Q27,Q28,Q28_Refused,Q29_a,Q29_b,Q29_c,Q29_d,Q29_e,Q29_f,Q29_g,Q30,Q30_Refused,Q31,Q32_a,Q32_b,Q32_c,Q32_d,Q32_e,Q32_f,Q32_g,Q32_h,Q32_i,Q32_j,Q32_k,Q33,Q33_Refused,Q34,Q34_Refused,Q35_a,Q35_b,Q35_c,Q35_d,Q35_e,Q35_f,Q35_g,Q35_h,Q35_i,Q35_j,Q36,Q36_Refused,Q37_a,Q37_b,Q37_c,Q37_d,Q37_e,Q37_f,Q37_g,PARTY,PARTY_Text,PARTYLN,IDEO,TP,PPAGE,ppagect4,PPEDUC,PPEDUCAT,PPETHM,PPGENDER,PPHHHEAD,PPHHSIZE,PPHOUSE,PPINCIMP,PPMARIT,PPMSACAT,PPRENT,PPT01,PPT25,PPT612,PPT1317,PPT18OV,PPWORK
528,1.5537,3,6,3,5,6,6, ,3,1,1,1,2,2,2,2,1,Directly counter to freedom of speech in the Constitution., ,2,1,5,3,3,5,5, , ,5,4,4,4,5,5,5, , ,3,4,4,4,4,4,4,4,4,4,3,3, ,99, , ,2,4,4,3,4,4,5,4,4,3, ,99,2,2,2,2,2,2,2,3, ,1,2,2,65,4,9,2,1,2,1,1,3,8,5,1,1,0,0,0,0,1,5
530,1.2017,1,1,1,1,3,2,1,1,2,3,2,2,2,2,2,2,It is a violation of code 41579, , ,1,3,3,3,3,3, , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,3, ,2,2,1,47,3,7,1,1,2,1,3,1,18,1,1,1,0,0,0,1,2,7
531,.1287,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,"Nice try, NSA.", ,2,2,1,1,1,1,1,"I don't feel that my life is their business to be snooping through. I have nothing to hide, but it is still uncomfortable.", ,3,2,5,3,4,3,4,It feels weird that someone could always be watching., ,2,2,3,2,1,3,1,1,2,3,1,3,Nope, ,I don't want to give the nsa any reason to start watching me., ,2,3,3,2,4,2,1,3,3,3, ,99,1,1,1,2,1,2,2,2, , ,3,2,27,1,12,4,5,1,1,2,3,12,1,1,2,0,0,0,0,2,1
532,.8714,1,1,1,1,3,1,4,1,1,1,1,2,2,2,2,1,security breach, ,2,2,1,1,1,1,1,privacy, ,2,2,2,2,2,2,2,less time less message more cautious what i say, ,2,1,3,1,1,1,1,1,1,1,1,1,na, ,privacy, ,1,1,1,1,2,1,1,2,1,2,na, ,1,1,1,1,1,2,1,2, , ,5,2,23,1,13,4,1,2,1,4,1,14,5,1,1,0,0,1,1,2,1
533,.4408,1,1,1,1,6,1,1,1,1,2,1,1,1,1,1,3,"Provided it prevents another attack, it is worth it", ,1,1,4,4,3,3,3, , ,5,4,4,4,4,4,4, , ,3,4,4,4,4,3,3,3,3,3,3,3,n/a, , , ,3,4,3,3,4,3,5,3,3,5, , ,1,1,1,1,1,1,1,3, ,2,3,2,39,2,9,2,1,1,1,3,1,15,1,1,2,0,0,0,1,2,1
534,.8741,1,1,1,1,2,2,2,3,1,2,1,1,1,1,1,3, ,99,2,2,3,3,3,3,3, , ,3,3,3,3,3,3,3, ,99,3,3,3,3,3,3,3,3,3,3,3,3, ,99, , ,3,3,3,3,3,3,3,3,3,3, , ,1,1,1,1,1,1,1,1, , ,3,3,34,2,13,4,1,2,1,2,1,16,1,1,1,0,0,0,0,2,1
535,.9169,1,2,1,2,3,1,2,1,1,2,2,2,2,2,2,2,"The government monitoring my digital ""life"" does scare me, but I know that businesses and ad companies are tracking me too and that's not any better. There is no real right to privacy, but I'm still not willing to give up the convenience of the internet.", ,2,2,2,2,2,2,2,I am very curious. I google all sorts of questions and issues. I'm worried about protecting the free and open access to information the internet provides. The government could demonize the search for knowledge because of the potential consequences. Wanting to understand the science behind a bomb does not mean you want to build one., ,2,4,5,3,4,2,4,"I downloaded privacy software for my internet browser and asked apps & services not to track me when I could. The government news just reminded me that I should at least be as aware as possible of what is shared with whom, even if I can do anything about it.", ,3,3,3,3,1,3,3,2,2,3,3,3,I think about what I say online and keep in mind that anyone could see it., ,We don't have privacy in the same way that past generations did. Any mistake could end up online and stay there forever., ,2,3,3,1,2,1,1,3,2,1,Same as previous., ,2,2,2,2,2,2,2,2, , ,5,2,25,1,10,3,1,2,0,3,1,16,5,1,1,0,0,0,0,3,6
538,1.601,1,1,1,1,6,1,3,3,1,2,1,1,1,1,1,4,"If a person has not done anything wrong they should have nothing to worry about.  If a person engages in illegal behavior or is doing something that could be a danger to other Americans, hopefully the surveillance will help to stop them before their plan can be put into action.", ,1,1,5,4,4,4,4, , ,5,4,5,4,4,4,4, , ,4,4,4,4,4,3,3,3,3,3,3,3, ,99, , ,3,3,3,3,4,3,5,4,4,3, , ,1,1,1,1,1,1,1,3, ,1,3,2,61,4,11,3,1,2,1,2,1,18,1,0,1,0,0,0,0,2,1
539,.6903,1,1,1,1,4,1,3,1,2,1,2,2,2,2,2,1,I'm worried., ,2,2,1,1,1,1,1, ,99,3,1,4,1,1,1,1, ,99,2,1,1,1,1,1,1,1,1,3,1,1, ,99, ,99,4,4,4,4,2,3,3,3,3,3, ,99,1,1,1,2,2,1,2,3, ,2,3,3,25,1,11,3,1,1,0,2,1,16,6,1,1,0,0,0,0,2,1
543,.2947,1,2,1,1,6,6, ,1,1,2,1,1,1,1,1,3, ,99,2,1,4,3,4,4,4, , ,4,4,4,4,4,4,4, , ,2,4,4,4,4,3,1,1,4,4,1,4, ,99, ,99,5,5,2,1,5,5,5,3,5,5, ,99,1,1,1,1,1,1,1,1, , ,2,2,66,4,13,4,1,1,1,3,1,19,1,1,1,0,0,0,0,3,1
546,3.1599,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,3,I have accepted that the government monitors my communication. I have nothing to hide from the government through such communication so I don't feel violated by it., ,1,1,4,2,4,4,4,"I am majoring in forensic science in college so some of my searches on site such as google have a pretty concerning search history (explosives, guns, dangerous chemicals, etc) and would raise some concerns for anyone monitoring me who did not know I was majoring in forensics.", ,4,4,5,4,4,4,4, , ,2,2,3,3,3,3,3,3,3,3,2,3, ,99, ,99,3,3,3,3,3,3,3,3,3,3, , ,1,1,2,1,1,1,1,1, , ,4,2,20,1,10,3,1,2,0,3,1,18,5,1,1,0,0,0,1,2,1
553,.5821,1,1,1,1,2,1,3,1,2,2,1,1,2,2,2,2,I think that sometimes it's important to look out for the overall good without breaking too many public rights., ,1,1,3,3,3,3,3, , ,3,3,3,3,3,3,3,I didn't really change any of my behavior. I don't do anything wrong in the first place so I don't really have anything to hide., ,2,2,2,3,2,3,3,3,3,3,3,3,no, ,I didn't really change anything in the first place., ,3,4,3,3,4,3,3,3,3,3, , ,2,2,2,2,2,2,2,2, , ,3,3,24,1,12,4,1,2,0,3,1,16,5,1,1,0,0,0,0,3,1
554,.5991,2,2,2,3,2,5,1,3,2,1,1,1,1,2,2,4,an ounce of prevention is worth a pound of cure., ,1,1,4,4,4,4,4, , ,4,4,4,4,4,4,4, , ,1,3,3,3,3,3,3,3,3,3,3,3,"if civil unrest or some other catastrophic event meant covert communication might be important, I would consider a code system, but I don't overly concern myself with the possibility.", , , ,3,3,3,3,3,3,3,3,3,3, , ,1,1,1,1,1,1,1,3, ,1,2,1,57,3,11,3,5,1,1,2,1,1,4,0,1,0,0,0,0,2,2
555,1.4443,1,1,1,3,3,1,2,3,2,1,1,1,2,1,1,3,Freedom is not free. Many enlisted have given their lives so we can enjoy the freedom they provide. If those of us on the home front can't sacrifice a little privacy then why should they have to sacrifice their lives., ,99,2,4,4,4,4,4, , ,3,3,5,4,4,4,3, ,99,4,3,3,3,3,3,3,1,3,3,3,3, ,99, ,99,3,4,3,2,3,2,3,4,4,2, ,99,1,2,1,1,1,2,1,3, ,2,2,99,43,2,10,3,2,1,1,4,3,10,4,1,2,0,0,0,1,3,1
556,3.5797,1,1,1,1,6,1,1,1,1,2,1,1,1,1,1,3, ,99,2,2,5,3,3,3,3, , ,5,3,3,3,3,3,3, ,99,3,4,4,4,4,3,3,3,3,3,3,3, ,99, , ,3,3,3,3,3,3,3,3,3,3, , ,1,1,1,1,1,1,1,3, ,1,3,3,62,4,9,2,1,2,1,1,1,18,1,1,1,0,0,0,0,1,1
559,1.6665,1,1,1,1,3,4,3,2,2,2,1,1,1,1,1,4,"if you have nothing to hide, why does it matter if they monitor you?", ,1,1,4,4,4,4,4, , ,4,4,5,4,4,4,4, , ,2,3,3,3,3,3,3,3,3,3,3,3,I haven't done anything different, , , ,3,4,4,3,4,3,3,4,3,3, , ,1,1,1,1,1,1,1,1, , ,2,3,46,3,9,2,1,1,1,6,1,13,1,1,1,0,0,2,1,3,6
560,2.9303,1,1,1,1,1,1,3,1,2,2,1,1,2,2,2,2,They could use our information inappropriately or waste time on things that are not legitimate, ,2,2,3,2,2,3,2,Misunderstanding something and it's just a waste of time, ,4,3,5,3,3,4,3,Can't joke about stuff that could be taken as a threat, ,3,1,3,3,1,3,1,3,1,1,1,1, ,99,Don't want them misunderstanding something and investigating me, ,4,4,4,1,4,4,1,4,4,4, ,99,1,2,2,2,2,2,2,1, , ,3,2,21,1,11,3,1,2,0,8,1,16,5,1,1,0,1,2,3,2,1
567,1.1287,3,3,1,1,4,3,3,1,1,2,1,2,2,2,2,1, ,99,2,1,1,1,1,1,1, ,99,1,1,1,1,1,1,1, ,99,3,3,2,1,1,2,2,2,1,2,2,1, ,99, ,99,2,4,1,1,2,4,1,3,4,3, ,99,1,1,1,1,1,1,1,1, , ,2,3,67,4,10,3,1,2,1,2,1,17,1,1,1,0,0,0,0,2,5
569,.7072,2,3,1,1,6,3,2,3,1,1,1,2,2,1,2,3,"Generally, the internet and other communications media is HUGE. Sifting through all that information to focus on regular American citizens is likely way too inefficient, and frankly a huge waste of time. If the powers that be want to effectively combat threats, they will have little time to waste monitoring low threat individuals. They can only be effective with warranted monitoring of actual potential threats.", ,2,1,5,3,3,3,3, , ,5,3,3,3,3,3,3,"I wouldn't say it's changed. More like, I pay more attention to what I write/say whenever it comes to mind. I try to avoid any sort of keywords that could be mistaken for something threatening.", ,3,4,4,4,4,3,1,3,3,3,2,3,Nothing else I can think of., ,"I didn't significantly change anything. It's more like trying to avoid anything questionable, so as not to be scrutinized unnecessarily.", ,3,3,3,3,3,3,5,3,3,3, , ,1,2,1,1,1,2,2,3, ,1,2,1,39,2,11,3,1,1,1,6,3,15,1,1,1,0,2,2,0,2,1
573,1.6415,1,1,1,1,6,1,4,6,1,3,2,2,2,2,2,4, ,99, ,2,5,5,5,5,5, , , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2, , ,4,3,34,2,10,3,1,2,1,1,2,11,5,1,2,0,0,0,0,1,1
574,1.6228,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Sorry I can't explain, ,1,1,1,1,1,2,1,Sorry I can't explain, ,3,2,1,1,1,2,1,Sorry I can't explain, ,1,1,1,1,1,1,2,1,2,2,2,1,Sorry I can't explain, , ,99,1,2,2,2,2,2,1,1,2,2,Sorry I can't explain, ,1,1,1,2,2,2,2,2, , ,2,1,47,3,3,1,3,1,1,3,3,11,1,1,2,0,0,1,0,2,1
575,.8299,1,2,1,1,1,1,2,2,2,2,2,1,2,1,1,3, ,99,1,1,3,3,3,3,3, , ,3,3,3,3,3,3,3, ,99,2,3,3,3,3,3,3,3,3,3,3,3, ,99, , ,3,3,3,3,3,3,3,3,3,3, , ,1,2,2,2,1,2,2,3, ,1,2,2,27,1,13,4,1,1,0,2,1,9,5,1,1,0,0,0,0,2,1
577,.7679,1,1,1,2,2,1,3,2,1,2,1,1,2,2,1,2,"Privacy is a right, unless you are someone held to a higher level of accountability.", ,2,1,3,2,2,2,2,I just don't like my privacy being violated.  And I don't think it's fair to be under scrutiny for simply communicating with people from other countries or using buzz words in communications., ,2,2,4,3,2,3,2,I'm more careful about what and how often I post., ,3,1,2,1,1,3,1,99,3,3,1,1,No further explanation, ,To avoid scrutiny, ,2,4,4,1,4,4,1,4,4,3,"Again, to avoid scrutiny.", ,1,2,2,2,1,2,2,1, , ,2,3,33,2,12,4,1,2,1,5,1,13,1,1,1,0,2,1,0,2,7
580,1.3056,1,1,1,1,1,2,3,1,1,1,1,1,2,1,1,1,Coz I believe that everyone is entititled to live with freedom & privacy!!, ,2,2,2,2,3,3,3,"It is annoying to think that you are being watch, who knows! Maybe it's my aunt that work for them!!", ,1,1,1,1,1,1,1, ,99,2,2,2,2,2,2,2,2,2,2,2,2, ,99, ,99,2,3,2,2,3,2,2,2,2,2, ,99,1,1,1,1,2,2,2,1, , ,2,3,42,2,11,3,3,2,1,5,1,16,1,1,1,0,0,0,0,5,1
581,2.2989,3,3,3,3,3,3,4,3,1,2,1,1,1,1,1,2,Because it's too many things going on in the world and terrorist is one of them., ,1,2,5,5,2,2,2,It's personal when I am talking on the phone minding my own business, ,1,1,4,4,1,1,1,I am just more cautious of my surroundings and aware of a lot more since I have gotten older., ,4,3,3,2,2,2,3,1,1,4,1,2,none, ,Nothing is private anymore and people know how to use your personal info., ,4,5,4,4,5,5,2,5,5,5,no, ,2,2,2,2,2,2,2,2, , ,4,3,25,1,6,1,2,2,1,4,3,14,5,1,2,0,0,1,0,3,7
582,2.1894,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,no privacy, ,2,2,1,1,1,1,1,Too much governmental interference, ,3,3,3,3,3,3,3,Have to be careful what you say, ,3,2,3,1,2,2,1,2,3,3,1,2,na, ,na, ,3,4,4,2,4,4,3,4,4,3,na, ,1,1,2,1,1,2,2,1, , ,1,3,19,1,9,2,1,1,0,3,1,13,5,1,1,0,0,0,0,3,7
587,1.2605,1,1,1,1,1,6, ,6,2,2,1,1,2,2,2,2,the government needs to keep out of everyday citizens daily lives, ,2,2,2,2,1,1,1,I don't trust the government at all., ,4,4,5,4,4,4,4, , ,3,2,2,2,2,2,2,2,2,2,2,2, ,99, ,99,2,2,2,2,2,2,2,2,2,2, ,99,1,2,2,1,1,1,2,1, , ,1,3,41,2,9,2,1,1,1,4,1,12,1,1,1,0,0,1,1,2,1
588,.4952,6, ,1,3,2,6, ,1,1,2,1,2,2,2,2,2,they should have to get a warrant to view anyone's personal data and electronic communications., ,2,1,1,1,5,5,1,if I have done nothing to arouse suspicious there should not be any reason to monitor my communications., ,2,3,4,5,5,5,3,I do not comment on social media as much lately., ,3,3,3,1,2,2,3,4,4,3,3,3, ,99,I don't like the feeling of being watched online., ,2,4,5,3,4,4,2,4,4,3,I feel the right to privacy is very important and should not be abused by the government., ,1,1,2,1,1,2,2,3, ,2,4,2,58,3,11,3,1,2,0,1,1,1,3,0,1,0,0,0,0,1,5
589,1.0469,1,1,2,3,4,4,2,3,2,2,1,2,1,1,1,3,I have no concern because I have nothing to hide.what concerns me is cost to surveil all other areas..., ,2,2,4,4,4,4,4, , ,4,4,4,4,4,4,4, , ,1,3,3,3,3,3,3,3,3,3,3,3,none, , , ,3,3,3,1,3,3,3,3,3,3,more for hackers then goverment, ,1,1,1,2,2,2,2,1, , ,2,1,56,3,10,3,1,1,0,1,1,8,3,1,1,0,0,0,0,1,1
590,1.2254,1,1,1,3,2,3,4,3,1,2,1,2,2,2,2,2, ,99,2,2,3,3,3,3,3, , ,3,3,3,3,3,3,3,I really dont worry about government monitoring since they would have no interest in what I'm doing.  I'm more cautious about what I post and say for personal reasons., ,3,4,4,4,4,4,4,4,4,4,4,4, ,99, , ,5,5,5,5,5,5,5,5,5,5, , ,1,1,1,1,1,1,1,1, , ,1,1,45,3,12,4,1,2,1,4,1,19,1,1,1,0,0,2,0,2,1
591,.3757,1,1,2,3,6,6, ,1,2,2,1,1,1,1,1,3,Its to secure the safety of Americans.  Other countries do it and we need to be a step ahead., ,1,1,3,3,3,3,3, , ,5,4,4,4,4,5,4, , ,2,3,3,3,3,3,3,3,3,3,3,3,No I have not made any changes, , , ,3,3,3,3,4,5,5,5,5,3, , ,1,2,1,1,1,1,2,2, , ,5,2,69,4,9,2,1,2,0,4,1,19,2,1,1,0,0,0,0,4,5
592,1.2291,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,2, ,99,2,1,3,3,3,3,3, , ,4,4,4,4,4,4,4, , ,2,3,3,3,3,3,3,3,3,3,3,3, ,99, , ,1,2,1,1,2,99,99,99,99,99, ,99,99,99,99,99,99,99,99,2, , ,4,2,34,2,13,4,1,2,1,1,3,12,5,1,2,0,0,0,0,1,1
594,2.1097,1,3,2,3,2,2,2,4,2,2,1,1,2,1,1,1, ,99,2,2,1,1,1,1,1, ,99,1,1,1,1,1,1,1, ,99,3,1,1,1,1,4,2,1,1,3,2,1, ,99, ,99,2,2,2,1,2,2,1,2,2,2, ,99,1,1,1,1,1,1,1,3, ,1,3,1,31,2,9,2,1,2,1,3,3,10,1,1,2,0,0,1,0,2,1
595,.9036,3,1,2,4,6,4,4,3,1,2,1,1,2,1,2,2,I don't think it should be used because its telling us that we cant communicate our opinions with out others finding out how we feel, ,2,2,5,3,3,3,3, , ,5,4,5,4,4,4,4, , ,2,4,4,4,4,3,3,2,3,3,3,3,none, ,have not changed, ,3,3,3,1,4,3,5,3,3,3, ,99,1,2,1,1,1,1,1,2, , ,4,3,36,2,9,2,4,2,1,4,1,13,1,1,1,0,0,1,1,2,7
596,.9658,1,88,1,3,1,3,88,3,2,2,1,1,1,1,1,4,"If it helps prevent crimes or terrorist acts.....I'm all for it. Average citizens should have nothing to worry about, as long as they are lawfull, etc.", ,1,1,4,4,4,4,4, , ,4,4,5,4,4,4,4, , ,3,1,3,4,1,4,3,1,1,3,3,3,"Has had no effect on anything I've been doing, or plan to do.", ,"Ive not done any changes specifically caused by any new of government monitoring, etc.", ,3,3,3,1,3,3,1,3,3,3,"Nothing out of the ordinary, it was more of a personal choice.", ,1,1,1,1,1,1,1,3, ,99,3,3,25,1,11,3,1,2,0,4,1,19,5,1,1,0,0,0,0,4,1
597,.5702,1,1,1,1,3,1,2,1,2,1,1,1,1,1,1,3, ,99,2,1,4,4,4,4,4, , ,4,4,4,4,4,4,4, , ,2,3,3,3,3,3,3,3,3,3,3,3, ,99, , ,4,4,4,4,4,4,3,4,4,3, , ,1,1,1,1,1,1,1,3, ,1,3,2,37,2,10,3,1,2,1,8,1,14,1,1,1,1,1,2,1,3,4
599,.5442,1,1,1,3,3,4,1,4,1,2,1,1,1,1,1,2,Because our freedom is at risk, ,1,1,3,3,3,3,3, , ,3,3,3,3,3,3,3,Didn't change anything, ,3,3,3,3,3,1,3,3,3,3,3,3, ,99,I really did not change, ,3,3,3,3,3,3,3,3,3,3, , ,1,1,1,1,1,1,1,2, , ,3,2,61,4,9,2,1,2,1,2,1,14,1,1,1,0,0,0,0,2,1
600,.3448,1,1,1,1,3,4,3,3,1,2,2,2,2,2,2,2,"I believe that our personal phone calls, emails, etc should be just that - personal.", ,2,2,3,3,2,3,2,"I have nothing to hide, so if the government wants to monitor my communication activities, they won't find anything interesting, but I don't believe it's any of their business what online sites I visit or who I email or who my FaceBook friends are.", ,4,4,4,4,4,4,4, , ,4,3,3,3,3,3,3,3,3,3,3,3,N/A, , , ,2,4,4,2,4,4,2,4,4,4,n/a, ,2,1,1,2,1,2,2,1, , ,2,3,54,3,12,4,1,2,1,2,1,13,1,1,1,0,0,0,0,2,1
603,1.0524,1,1,1,1,1,1,4,1,1,2,1,2,2,2,99,2,where is the line drawn on what types of data the government can collect or listen to, ,2,2,2,2,2,2,2,violation of individual privacy laws, ,4,4,4,4,4,4,4, , ,3,3,3,3,3,3,3,3,3,3,3,3,I have not made any changes in the way I use social media, , , ,3,3,4,3,4,3,3,3,4,3, , ,1,2,1,1,1,2,1,3, ,1,2,3,27,1,12,4,1,2,0,4,1,16,5,1,1,0,0,0,0,4,1
604,1.0407,1,1,1,1,2,1,4,1,1,2,1,2,2,2,2,2, ,99,2,2,3,2,2,3,2, ,99,3,3,3,3,3,3,3, ,99,3,3,3,3,3,3,3,3,3,3,3,3, ,99, , ,3,3,3,3,3,3,1,3,3,3, ,99,1,2,2,2,2,2,2,3, ,1,3,3,45,3,14,4,1,1,1,2,1,19,1,1,1,0,0,0,0,2,2
605,1.5273,1,1,1,1,6,1,2,1,1,2,1,1,1,1,1,3,I have nothing to hide, ,2,2,5,4,4,4,4, , ,5,4,4,4,4,4,4, , ,3,4,4,4,4,3,3,3,3,3,3,3, ,99, , ,3,3,3,3,3,4,5,4,4,4, , ,1,1,1,1,1,1,1,3, ,2,3,2,50,3,14,4,1,2,1,2,1,19,1,1,1,0,0,0,0,2,1
607,2.7951,4,5,6,1,4,6, ,6,1,2,1,1,1,2,1,4,"I'm not concern about It because It Is for security of all of Americans,", ,1,1,99,99,4,4,4, , ,4,4,4,4,4,4,4, , ,3,4,4,4,4,4,4,4,4,4,4,4,None, , , ,5,5,5,5,5,5,5,5,5,5, , ,99,99,99,2,2,2,2,3, ,99,3,3,51,3,9,2,4,2,1,2,1,11,1,1,2,0,0,0,0,2,7
608,.4999,1,1,1,1,2,1,3,1,1,2,1,2,1,1,1,3,they only take metadata to find suspects through trends. I don't worry that they look at individuals data., ,1,1,4,2,3,4,3,"I am concerned that government monitoring of peoples communications changes from using it to find terrorists/extremists/etc to instead using it to catch people doing less severe crimes (such as low level drug dealing/tax evasion/ perjury). Also, I am worried that individual NSA or CIA members could use this technology to look at people they know/popular people.", ,3,3,5,3,4,2,3,I have become more aware about keeping my passwords and email access safe and secure. I use two step verification in email and try to avoid apps that unnecessarily take my personal information, ,2,1,3,2,1,3,3,1,1,1,3,3, ,99,"I don't really care about the government learning about my personal data, but I have been more aware of companies that use my personal data for advertising and worse, I care more about companies knowing that information than the government because I feel like they are more likely to do something more nefarious to me than the government will.", ,2,4,1,1,2,2,1,4,2,2,"I want to try to make it more difficult for people to gather my personal information, especially when they don't need to know it.", ,2,2,1,1,1,2,1,2, , ,4,2,22,1,10,3,1,1,0,2,1,17,5,1,1,0,0,0,0,2,1
609,.3315,1,1,2,3,6,3,3,2,2,2,1,1,1,1,1,2,I am concerned about citizen's privacy but the fear of terrorism makes it important for our government to know what is going on., ,2,1,3,3,3,3,3, , ,5,4,5,4,4,4,4, , ,2,4,4,4,4,3,3,3,3,3,3,3, ,99, , ,3,4,4,3,4,4,5,4,5,4, , ,1,1,1,1,1,1,1,2, , ,3,3,53,3,9,2,1,1,0,4,2,14,1,1,1,0,0,0,1,3,2
611,1.0185,1,1,1,1,1,1,3,1,1,2,1,1,2,2,1,2,"Because sometimes they could see or hear something completely innocent and take it the wrong way.  I believe that individuals are entitled to their opinion and should not be afraid to talk about it,", ,2,1,3,3,3,3,3, , ,3,3,5,3,3,3,3,I do not do anything that I would consider to be of interest to any government agency so I have not changed anything that I do, ,3,3,3,3,3,3,3,3,1,3,3,3,I deleted the Facebook Messenger app because I did not like the permissions that it forced you to accept, ,Other than that I have not felt any need to change my activities or behaviors, ,4,4,4,1,4,4,3,4,4,4,I changed passwords on my email and Facebook only because I thought they might have been compromised, ,1,1,1,1,2,1,2,3, ,2,3,3,42,2,8,1,2,1,1,3,3,7,1,1,2,0,0,2,0,1,1
614,.4164,1,1,1,1,4,4,2,4,2,1,1,1,1,1,1,3,"The government has all of the power, and we are all expendable. Don't make any waves and you live a full life. Roll with the punches and see another day.", ,2,2,5,5,4,4,4, , ,4,4,4,4,4,4,4, , ,4,3,3,3,3,3,3,3,3,3,3,3,none, , , ,3,3,3,3,3,3,3,3,3,3, , ,1,1,1,1,1,1,1,1, , ,1,3,65,4,14,4,4,1,0,3,1,11,1,1,1,0,0,0,1,2,2
618,.105,1,1,6,2,4,6, ,3,1,2,1,1,2,1,1,2,"unless they have a reason to suspect them of terrist activities or doing something that threatens national security I dont think it is right to screen regular citizens emails, calls, or texts.", ,2,2,3,3,3,5,3, , ,4,4,4,4,4,5,4, , ,2,3,3,3,3,3,3,3,3,4,3,3,i dont worry about it I dont do or say things that would be redflagged., , , ,4,4,4,3,4,3,3,3,3,3, , ,1,2,1,1,2,1,2,2, , ,3,3,53,3,11,3,1,2,1,2,5,6,5,1,2,0,0,1,0,1,1
620,3.5797,1,1,1,1,1,1,4,1,1,1,2,2,2,2,2,4,The government will always do what they want because they all think that are above the law and our privacy., ,2,2,3,3,4,99,4, , ,4,4,4,4,4,4,4, , ,4,3,3,3,3,3,3,3,3,3,3,3, ,99, , ,4,4,4,4,4,4,4,4,4,4, , ,2,2,2,2,2,2,2,3, ,99,3,3,32,2,9,2,4,2,0,1,3,3,5,1,2,0,0,0,0,1,4
622,1.3247,1,1,1,1,3,1,2,3,1,2,1,1,2,2,2,2,i am concerned because there is no more privacy and I catch myself always looking for cameras or looking over my shoulder. This is really no way to live not to say that I am breaking any laws or doing anything wrong but I always feel that I am being watched., ,2,2,2,2,2,2,2,The privacy act appears to be compromised. We are approaching the era of no more privacy., ,4,4,4,4,4,4,4, , ,3,3,3,1,3,2,3,3,3,3,3,1,No changes made, ,A feeling of uncertainty, ,3,3,4,3,3,3,3,3,3,3, , ,1,2,1,1,2,1,2,2, , ,4,3,53,3,13,4,2,2,1,2,2,17,5,1,1,0,0,0,0,2,1
623,1.2684,1,3,3,3,6,6, ,3,2,2,1,1,2,1,1,3,"my communications are not very interesting, we need to protect ourselves from terrorists", ,1,1,3,3,3,5,3, , ,5,3,5,3,3,5,3,we need to monitor to protect our country from terrorist.., ,3,4,4,4,4,3,3,4,4,4,3,3,n/a, , , ,3,3,3,3,4,5,5,5,4,3, , ,1,2,1,1,1,2,1,1, , ,2,3,72,4,6,1,1,1,0,2,1,14,1,1,1,0,0,0,0,2,2
625,1.1911,4,88,4,6,6,6, ,5,1,2,1,1,1,1,1,4, ,99,1,2,4,4,4,4,4, , ,4,4,4,4,4,4,4, , ,3,2,2,2,2,2,3,3,3,3,3,3, ,99,i did not change, ,3,3,3,3,3,3,3,3,3,3, , ,1,1,1,1,1,1,1,2, , ,3,3,53,3,9,2,1,2,1,2,1,13,1,1,1,0,0,0,0,2,2
626,.6288,2,6,1,1,2,6, ,4,2,2,1,2,2,1,1,3, ,99,2,1,3,3,2,5,1, ,99,3,3,3,3,5,5,3, ,99,3,3,3,3,3,3,3,4,4,4,3,3, ,99, , ,3,4,5,3,4,5,3,5,5,5, , ,1,1,1,1,1,1,1,1, , ,2,3,78,4,9,2,1,2,1,2,3,10,1,0,2,0,0,0,0,2,5
628,.328,1,1,1,2,2,1,2,1,2,1,1,2,2,2,2,2,There is no reason that someone should be watching or recording my personal information, ,2,2,1,1,1,1,1,"I don't think that there are any problems with them monitoring my stuff personally but believe it is fundamentally wrong.  I have nothing to hide, but that doesn't mean they should have access to all of my information", ,3,3,3,3,3,3,3,The only thing I use less is location sensing, ,2,3,3,1,3,3,3,3,3,3,3,3, ,99,I did not really, ,1,3,3,3,2,3,3,4,2,3,Privacy is important, ,1,2,2,2,2,2,2,2, , ,4,2,24,1,12,4,1,1,1,3,3,8,1,1,2,0,0,0,0,3,1
629,1.1339,3,6,1,6,1,6, ,1,1,1,2,2,2,1,1,2,because it does away with your personel right of free speech, ,2,2,1,1,1,5,1,because the federal and state governments have no rights to my business period, ,3,3,3,3,5,5,3,nothing to change I;m not doing anything illeagle, ,2,3,3,3,3,3,3,4,4,3,3,3, ,99, , ,3,3,3,3,3,4,3,4,4,3, , ,2,2,2,1,1,1,2,2, , ,2,1,60,4,9,2,1,1,1,1,1,1,5,0,1,0,0,0,0,1,5
